	HB.var_c
var_c	harmindex	freq[40, ::]
6.19999999999999396E0	0	0.00000000000000000E0
6.19999999999999396E0	1	2.47647973777356878E9
6.19999999999999396E0	2	4.95295947554713756E9
6.19999999999999396E0	3	7.42943921332070367E9
6.19999999999999396E0	4	9.90591895109427512E9
6.19999999999999396E0	5	1.23823986888678439E10
6.19999999999999396E0	6	1.48588784266414065E10
6.19999999999999396E0	7	1.73353581644149801E10
6.19999999999999396E0	8	1.98118379021885493E10
6.19999999999999396E0	9	2.22883176399621075E10
6.19999999999999396E0	10	2.47647973777356878E10

var_c	harmindex	freq[41, ::]
6.29999999999999361E0	0	0.00000000000000000E0
6.29999999999999361E0	1	2.47610568091616390E9
6.29999999999999361E0	2	4.95221136183232780E9
6.29999999999999361E0	3	7.42831704274849169E9
6.29999999999999361E0	4	9.90442272366465559E9
6.29999999999999361E0	5	1.23805284045808195E10
6.29999999999999361E0	6	1.48566340854969825E10
6.29999999999999361E0	7	1.73327397664131477E10
6.29999999999999361E0	8	1.98088454473293107E10
6.29999999999999361E0	9	2.22849511282454760E10
6.29999999999999361E0	10	2.47610568091616390E10

var_c	harmindex	freq[42, ::]
6.39999999999999325E0	0	0.00000000000000000E0
6.39999999999999325E0	1	2.47574291382184208E9
6.39999999999999325E0	2	4.95148582764368417E9
6.39999999999999325E0	3	7.42722874146552936E9
6.39999999999999325E0	4	9.90297165528736834E9
6.39999999999999325E0	5	1.23787145691092104E10
6.39999999999999325E0	6	1.48544574829310583E10
6.39999999999999325E0	7	1.73302003967529039E10
6.39999999999999325E0	8	1.98059433105747362E10
6.39999999999999325E0	9	2.22816862243965819E10
6.39999999999999325E0	10	2.47574291382184208E10

var_c	harmindex	freq[43, ::]
6.49999999999999289E0	0	0.00000000000000000E0
6.49999999999999289E0	1	2.47539093300162616E9
6.49999999999999289E0	2	4.95078186600325232E9
6.49999999999999289E0	3	7.42617279900487937E9
6.49999999999999289E0	4	9.90156373200650464E9
6.49999999999999289E0	5	1.23769546650081308E10
6.49999999999999289E0	6	1.48523455980097596E10
6.49999999999999289E0	7	1.73277365310113818E10
6.49999999999999289E0	8	1.98031274640130084E10
6.49999999999999289E0	9	2.22785183970146372E10
6.49999999999999289E0	10	2.47539093300162616E10

var_c	harmindex	freq[44, ::]
6.59999999999999254E0	0	0.00000000000000000E0
6.59999999999999254E0	1	2.47504926334661723E9
6.59999999999999254E0	2	4.95009852669323447E9
6.59999999999999254E0	3	7.42514779003985126E9
6.59999999999999254E0	4	9.90019705338646894E9
6.59999999999999254E0	5	1.23752463167330862E10
6.59999999999999254E0	6	1.48502955800797021E10
6.59999999999999254E0	7	1.73253448434263246E10
6.59999999999999254E0	8	1.98003941067729383E10
6.59999999999999254E0	9	2.22754433701195609E10
6.59999999999999254E0	10	2.47504926334661723E10

var_c	harmindex	freq[45, ::]
6.69999999999999218E0	0	0.00000000000000000E0
6.69999999999999218E0	1	2.47471746055077535E9
6.69999999999999218E0	2	4.94943492110155070E9
6.69999999999999218E0	3	7.42415238165232694E9
6.69999999999999218E0	4	9.89886984220310140E9
6.69999999999999218E0	5	1.23735873027538723E10
6.69999999999999218E0	6	1.48483047633046539E10
6.69999999999999218E0	7	1.73230222238554288E10
6.69999999999999218E0	8	1.97977396844062037E10
6.69999999999999218E0	9	2.22724571449569808E10
6.69999999999999218E0	10	2.47471746055077446E10

var_c	harmindex	freq[46, ::]
6.79999999999999183E0	0	0.00000000000000000E0
6.79999999999999183E0	1	2.47439510221237757E9
6.79999999999999183E0	2	4.94879020442475515E9
6.79999999999999183E0	3	7.42318530663713183E9
6.79999999999999183E0	4	9.89758040884951029E9
6.79999999999999183E0	5	1.23719755110618879E10
6.79999999999999183E0	6	1.48463706132742645E10
6.79999999999999183E0	7	1.73207657154866368E10
6.79999999999999183E0	8	1.97951608176990201E10
6.79999999999999183E0	9	2.22695559199113902E10
6.79999999999999183E0	10	2.47439510221237757E10

var_c	harmindex	freq[47, ::]
6.89999999999999147E0	0	0.00000000000000000E0
6.89999999999999147E0	1	2.47408179077143986E9
6.89999999999999147E0	2	4.94816358154287972E9
6.89999999999999147E0	3	7.42224537231431913E9
6.89999999999999147E0	4	9.89632716308575944E9
6.89999999999999147E0	5	1.23704089538571993E10
6.89999999999999147E0	6	1.48444907446286378E10
6.89999999999999147E0	7	1.73185725354000786E10
6.89999999999999147E0	8	1.97926543261715193E10
6.89999999999999147E0	9	2.22667361169429645E10
6.89999999999999147E0	10	2.47408179077143986E10

var_c	harmindex	freq[48, ::]
6.99999999999999112E0	0	0.00000000000000000E0
6.99999999999999112E0	1	2.47377715067166903E9
6.99999999999999112E0	2	4.94755430134333807E9
6.99999999999999112E0	3	7.42133145201500799E9
6.99999999999999112E0	4	9.89510860268667614E9
6.99999999999999112E0	5	1.23688857533583452E10
6.99999999999999112E0	6	1.48426629040300151E10
6.99999999999999112E0	7	1.73164400547016806E10
6.99999999999999112E0	8	1.97902172053733527E10
6.99999999999999112E0	9	2.22639943560450160E10
6.99999999999999112E0	10	2.47377715067166903E10

var_c	harmindex	freq[49, ::]
7.09999999999999076E0	0	0.00000000000000000E0
7.09999999999999076E0	1	2.47348082685938309E9
7.09999999999999076E0	2	4.94696165371876617E9
7.09999999999999076E0	3	7.42044248057814837E9
7.09999999999999076E0	4	9.89392330743753234E9
7.09999999999999076E0	5	1.23674041342969154E10
7.09999999999999076E0	6	1.48408849611562976E10
7.09999999999999076E0	7	1.73143657880156820E10
7.09999999999999076E0	8	1.97878466148750642E10
7.09999999999999076E0	9	2.22613274417344487E10
7.09999999999999076E0	10	2.47348082685938309E10

var_c	harmindex	freq[50, ::]
7.19999999999999041E0	0	0.00000000000000000E0
7.19999999999999041E0	1	2.47319248340233955E9
7.19999999999999041E0	2	4.94638496680467910E9
7.19999999999999041E0	3	7.41957745020701775E9
7.19999999999999041E0	4	9.89276993360935819E9
7.19999999999999041E0	5	1.23659624170116933E10
7.19999999999999041E0	6	1.48391549004140355E10
7.19999999999999041E0	7	1.73123473838163777E10
7.19999999999999041E0	8	1.97855398672187155E10
7.19999999999999041E0	9	2.22587323506210577E10
7.19999999999999041E0	10	2.47319248340233866E10

var_c	harmindex	freq[51, ::]
7.29999999999999005E0	0	0.00000000000000000E0
7.29999999999999005E0	1	2.47291180221998896E9
7.29999999999999005E0	2	4.94582360443997793E9
7.29999999999999005E0	3	7.41873540665996511E9
7.29999999999999005E0	4	9.89164720887995585E9
7.29999999999999005E0	5	1.23645590110999448E10
7.29999999999999005E0	6	1.48374708133199307E10
7.29999999999999005E0	7	1.73103826155399210E10
7.29999999999999005E0	8	1.97832944177599113E10
7.29999999999999005E0	9	2.22562062199798927E10
7.29999999999999005E0	10	2.47291180221998896E10

var_c	harmindex	freq[52, ::]
7.39999999999998970E0	0	0.00000000000000000E0
7.39999999999998970E0	1	2.47263848191360491E9
7.39999999999998970E0	2	4.94527696382720983E9
7.39999999999998970E0	3	7.41791544574081563E9
7.39999999999998970E0	4	9.89055392765441965E9
7.39999999999998970E0	5	1.23631924095680246E10
7.39999999999998970E0	6	1.48358308914816317E10
7.39999999999998970E0	7	1.73084693733952344E10
7.39999999999998970E0	8	1.97811078553088393E10
7.39999999999998970E0	9	2.22537463372224442E10
7.39999999999998970E0	10	2.47263848191360491E10

var_c	harmindex	freq[53, ::]
7.49999999999998934E0	0	0.00000000000000000E0
7.49999999999998934E0	1	2.47237223668673600E9
7.49999999999998934E0	2	4.94474447337347200E9
7.49999999999998934E0	3	7.41711671006020801E9
7.49999999999998934E0	4	9.88948894674694401E9
7.49999999999998934E0	5	1.23618611834336800E10
7.49999999999998934E0	6	1.48342334201204151E10
7.49999999999998934E0	7	1.73066056568071502E10
7.49999999999998934E0	8	1.97789778934938876E10
7.49999999999998934E0	9	2.22513501301806205E10
7.49999999999998934E0	10	2.47237223668673600E10

var_c	harmindex	freq[54, ::]
7.59999999999998899E0	0	0.00000000000000000E0
7.59999999999998899E0	1	2.47211279534806838E9
7.59999999999998899E0	2	4.94422559069613676E9
7.59999999999998899E0	3	7.41633838604420514E9
7.59999999999998899E0	4	9.88845118139227353E9
7.59999999999998899E0	5	1.23605639767403419E10
7.59999999999998899E0	6	1.48326767720884112E10
7.59999999999998899E0	7	1.73047895674364804E10
7.59999999999998899E0	8	1.97769023627845475E10
7.59999999999998899E0	9	2.22490151581326145E10
7.59999999999998899E0	10	2.47211279534806838E10

var_c	harmindex	freq[55, ::]
7.69999999999998863E0	0	0.00000000000000000E0
7.69999999999998863E0	1	2.47185990039091630E9
7.69999999999998863E0	2	4.94371980078183260E9
7.69999999999998863E0	3	7.41557970117275023E9
7.69999999999998863E0	4	9.88743960156366519E9
7.69999999999998863E0	5	1.23592995019545815E10
7.69999999999998863E0	6	1.48311594023454996E10
7.69999999999998863E0	7	1.73030193027364088E10
7.69999999999998863E0	8	1.97748792031273313E10
7.69999999999998863E0	9	2.22467391035182427E10
7.69999999999998863E0	10	2.47185990039091630E10

var_c	harmindex	freq[56, ::]
7.79999999999998828E0	0	0.00000000000000000E0
7.79999999999998828E0	1	2.47161330714060634E9
7.79999999999998828E0	2	4.94322661428121268E9
7.79999999999998828E0	3	7.41483992142181858E9
7.79999999999998828E0	4	9.88645322856242537E9
7.79999999999998828E0	5	1.23580665357030317E10
7.79999999999998828E0	6	1.48296798428436372E10
7.79999999999998828E0	7	1.73012931499842493E10
7.79999999999998828E0	8	1.97729064571248503E10
7.79999999999998828E0	9	2.22445197642654557E10
7.79999999999998828E0	10	2.47161330714060634E10

var_c	harmindex	freq[57, ::]
7.89999999999998792E0	0	0.00000000000000000E0
7.89999999999998792E0	1	2.47137278296479668E9
7.89999999999998792E0	2	4.94274556592959335E9
7.89999999999998792E0	3	7.41411834889439092E9
7.89999999999998792E0	4	9.88549113185918671E9
7.89999999999998792E0	5	1.23568639148239834E10
7.89999999999998792E0	6	1.48282366977887814E10
7.89999999999998792E0	7	1.72996094807535772E10
7.89999999999998792E0	8	1.97709822637183730E10
7.89999999999998792E0	9	2.22423550466831710E10
7.89999999999998792E0	10	2.47137278296479668E10

var_c	harmindex	freq[58, ::]
7.99999999999998757E0	0	0.00000000000000000E0
7.99999999999998757E0	1	2.47113810654216604E9
7.99999999999998757E0	2	4.94227621308433207E9
7.99999999999998757E0	3	7.41341431962650166E9
7.99999999999998757E0	4	9.88455242616866414E9
7.99999999999998757E0	5	1.23556905327108346E10
7.99999999999998757E0	6	1.48268286392530024E10
7.99999999999998757E0	7	1.72979667457951658E10
7.99999999999998757E0	8	1.97691048523373292E10
7.99999999999998757E0	9	2.22402429588794970E10
7.99999999999998757E0	10	2.47113810654216692E10

var_c	harmindex	freq[59, ::]
8.09999999999998721E0	0	0.00000000000000000E0
8.09999999999998721E0	1	2.47090906718281156E9
8.09999999999998721E0	2	4.94181813436562312E9
8.09999999999998721E0	3	7.41272720154843689E9
8.09999999999998721E0	4	9.88363626873124623E9
8.09999999999998721E0	5	1.23545453359140578E10
8.09999999999998721E0	6	1.48254544030968738E10
8.09999999999998721E0	7	1.72963634702796898E10
8.09999999999998721E0	8	1.97672725374624925E10
8.09999999999998721E0	9	2.22381816046453107E10
8.09999999999998721E0	10	2.47090906718281156E10

var_c	harmindex	freq[60, ::]
8.19999999999998685E0	0	0.00000000000000000E0
8.19999999999998685E0	1	2.47068546419772783E9
8.19999999999998685E0	2	4.94137092839545566E9
8.19999999999998685E0	3	7.41205639259318350E9
8.19999999999998685E0	4	9.88274185679091133E9
8.19999999999998685E0	5	1.23534273209886392E10
8.19999999999998685E0	6	1.48241127851863674E10
8.19999999999998685E0	7	1.72947982493840935E10
8.19999999999998685E0	8	1.97654837135818218E10
8.19999999999998685E0	9	2.22361691777795478E10
8.19999999999998685E0	10	2.47068546419772783E10

var_c	harmindex	freq[61, ::]
8.29999999999998650E0	0	0.00000000000000000E0
8.29999999999998650E0	1	2.47046710631183242E9
8.29999999999998650E0	2	4.94093421262366483E9
8.29999999999998650E0	3	7.41140131893549814E9
8.29999999999998650E0	4	9.88186842524732967E9
8.29999999999998650E0	5	1.23523355315591621E10
8.29999999999998650E0	6	1.48228026378709954E10
8.29999999999998650E0	7	1.72932697441828287E10
8.29999999999998650E0	8	1.97637368504946598E10
8.29999999999998650E0	9	2.22342039568064909E10
8.29999999999998650E0	10	2.47046710631183242E10

var_c	harmindex	freq[62, ::]
8.39999999999998614E0	0	0.00000000000000000E0
8.39999999999998614E0	1	2.47025381111938191E9
8.39999999999998614E0	2	4.94050762223876383E9
8.39999999999998614E0	3	7.41076143335814930E9
8.39999999999998614E0	4	9.88101524447752766E9
8.39999999999998614E0	5	1.23512690555969096E10
8.39999999999998614E0	6	1.48215228667162990E10
8.39999999999998614E0	7	1.72917766778356707E10
8.39999999999998614E0	8	1.97620304889550558E10
8.39999999999998614E0	9	2.22322843000744408E10
8.39999999999998614E0	10	2.47025381111938191E10

var_c	harmindex	freq[63, ::]
8.49999999999998579E0	0	0.00000000000000000E0
8.49999999999998579E0	1	2.47004540457518607E9
8.49999999999998579E0	2	4.94009080915037213E9
8.49999999999998579E0	3	7.41013621372555775E9
8.49999999999998579E0	4	9.88018161830074426E9
8.49999999999998579E0	5	1.23502270228759281E10
8.49999999999998579E0	6	1.48202724274511155E10
8.49999999999998579E0	7	1.72903178320263029E10
8.49999999999998579E0	8	1.97603632366014881E10
8.49999999999998579E0	9	2.22304086411766688E10
8.49999999999998579E0	10	2.47004540457518562E10

var_c	harmindex	freq[64, ::]
8.59999999999998543E0	0	0.00000000000000000E0
8.59999999999998543E0	1	2.46984172052083828E9
8.59999999999998543E0	2	4.93968344104167656E9
8.59999999999998543E0	3	7.40952516156251839E9
8.59999999999998543E0	4	9.87936688208335312E9
8.59999999999998543E0	5	1.23492086026041914E10
8.59999999999998543E0	6	1.48190503231250359E10
8.59999999999998543E0	7	1.72888920436458693E10
8.59999999999998543E0	8	1.97587337641667071E10
8.59999999999998543E0	9	2.22285754846875472E10
8.59999999999998543E0	10	2.46984172052083828E10

var_c	harmindex	freq[65, ::]
8.69999999999998508E0	0	0.00000000000000000E0
8.69999999999998508E0	1	2.46964260024357207E9
8.69999999999998508E0	2	4.93928520048714415E9
8.69999999999998508E0	3	7.40892780073071755E9
8.69999999999998508E0	4	9.87857040097428829E9
8.69999999999998508E0	5	1.23482130012178604E10
8.69999999999998508E0	6	1.48178556014614360E10
8.69999999999998508E0	7	1.72874982017050050E10
8.69999999999998508E0	8	1.97571408019485761E10
8.69999999999998508E0	9	2.22267834021921473E10
8.69999999999998508E0	10	2.46964260024357207E10

var_c	harmindex	freq[66, ::]
8.79999999999998472E0	0	0.00000000000000000E0
8.79999999999998472E0	1	2.46944789206339044E9
8.79999999999998472E0	2	4.93889578412678087E9
8.79999999999998472E0	3	7.40834367619017087E9
8.79999999999998472E0	4	9.87779156825356175E9
8.79999999999998472E0	5	1.23472394603169522E10
8.79999999999998472E0	6	1.48166873523803422E10
8.79999999999998472E0	7	1.72861352444437344E10
8.79999999999998472E0	8	1.97555831365071244E10
8.79999999999998472E0	9	2.22250310285705099E10
8.79999999999998472E0	10	2.46944789206339044E10

var_c	harmindex	freq[67, ::]
8.89999999999998437E0	0	0.00000000000000000E0
8.89999999999998437E0	1	2.46925745094813553E9
8.89999999999998437E0	2	4.93851490189627107E9
8.89999999999998437E0	3	7.40777235284440394E9
8.89999999999998437E0	4	9.87702980379254214E9
8.89999999999998437E0	5	1.23462872547406777E10
8.89999999999998437E0	6	1.48155447056888079E10
8.89999999999998437E0	7	1.72848021566369492E10
8.89999999999998437E0	8	1.97540596075850838E10
8.89999999999998437E0	9	2.22233170585332207E10
8.89999999999998437E0	10	2.46925745094813553E10

var_c	harmindex	freq[68, ::]
8.99999999999998401E0	0	0.00000000000000000E0
8.99999999999998401E0	1	2.46907113815293222E9
8.99999999999998401E0	2	4.93814227630586444E9
8.99999999999998401E0	3	7.40721341445879666E9
8.99999999999998401E0	4	9.87628455261172888E9
8.99999999999998401E0	5	1.23453556907646611E10
8.99999999999998401E0	6	1.48144268289175929E10
8.99999999999998401E0	7	1.72834979670705313E10
8.99999999999998401E0	8	1.97525691052234587E10
8.99999999999998401E0	9	2.22216402433763927E10
8.99999999999998401E0	10	2.46907113815293222E10

var_c	harmindex	freq[69, ::]
9.09999999999998366E0	0	0.00000000000000000E0
9.09999999999998366E0	1	2.46888882088342410E9
9.09999999999998366E0	2	4.93777764176684819E9
9.09999999999998366E0	3	7.40666646265027317E9
9.09999999999998366E0	4	9.87555528353369638E9
9.09999999999998366E0	5	1.23444441044171205E10
9.09999999999998366E0	6	1.48133329253005463E10
9.09999999999998366E0	7	1.72822217461839678E10
9.09999999999998366E0	8	1.97511105670673937E10
9.09999999999998366E0	9	2.22199993879508195E10
9.09999999999998366E0	10	2.46888882088342410E10

var_c	harmindex	freq[70, ::]
9.19999999999998330E0	0	0.00000000000000000E0
9.19999999999998330E0	1	2.46871037197999588E9
9.19999999999998330E0	2	4.93742074395999175E9
9.19999999999998330E0	3	7.40613111593998763E9
9.19999999999998330E0	4	9.87484148791998351E9
9.19999999999998330E0	5	1.23435518598999794E10
9.19999999999998330E0	6	1.48122622318799757E10
9.19999999999998330E0	7	1.72809726038599676E10
9.19999999999998330E0	8	1.97496829758399661E10
9.19999999999998330E0	9	2.22183933478199647E10
9.19999999999998330E0	10	2.46871037197999588E10

var_c	harmindex	freq[71, ::]
9.29999999999998295E0	0	0.00000000000000000E0
9.29999999999998295E0	1	2.46853566962217830E9
9.29999999999998295E0	2	4.93707133924435659E9
9.29999999999998295E0	3	7.40560700886653667E9
9.29999999999998295E0	4	9.87414267848871319E9
9.29999999999998295E0	5	1.23426783481108915E10
9.29999999999998295E0	6	1.48112140177330742E10
9.29999999999998295E0	7	1.72797496873552525E10
9.29999999999998295E0	8	1.97482853569774264E10
9.29999999999998295E0	9	2.22168210265996091E10
9.29999999999998295E0	10	2.46853566962217830E10

var_c	harmindex	freq[72, ::]
9.39999999999998259E0	0	0.00000000000000000E0
9.39999999999998259E0	1	2.46836459705114342E9
9.39999999999998259E0	2	4.93672919410228683E9
9.39999999999998259E0	3	7.40509379115343069E9
9.39999999999998259E0	4	9.87345838820457367E9
9.39999999999998259E0	5	1.23418229852557237E10
9.39999999999998259E0	6	1.48101875823068618E10
9.39999999999998259E0	7	1.72785521793580044E10
9.39999999999998259E0	8	1.97469167764091469E10
9.39999999999998259E0	9	2.22152813734602939E10
9.39999999999998259E0	10	2.46836459705114475E10

var_c	harmindex	freq[73, ::]
9.49999999999998224E0	0	0.00000000000000000E0
9.49999999999998224E0	1	2.46819704230976900E9
9.49999999999998224E0	2	4.93639408461953799E9
9.49999999999998224E0	3	7.40459112692930876E9
9.49999999999998224E0	4	9.87278816923907598E9
9.49999999999998224E0	5	1.23409852115488450E10
9.49999999999998224E0	6	1.48091822538586171E10
9.49999999999998224E0	7	1.72773792961683847E10
9.49999999999998224E0	8	1.97455763384781524E10
9.49999999999998224E0	9	2.22137733807879201E10
9.49999999999998224E0	10	2.46819704230976900E10

var_c	harmindex	freq[74, ::]
9.59999999999998188E0	0	0.00000000000000000E0
9.59999999999998188E0	1	2.46803289799811054E9
9.59999999999998188E0	2	4.93606579599622108E9
9.59999999999998188E0	3	7.40409869399433340E9
9.59999999999998188E0	4	9.87213159199244217E9
9.59999999999998188E0	5	1.23401644899905527E10
9.59999999999998188E0	6	1.48081973879886664E10
9.59999999999998188E0	7	1.72762302859867778E10
9.59999999999998188E0	8	1.97442631839848848E10
9.59999999999998188E0	9	2.22122960819829984E10
9.59999999999998188E0	10	2.46803289799811054E10

var_c	harmindex	freq[75, ::]
9.69999999999998153E0	0	0.00000000000000000E0
9.69999999999998153E0	1	2.46787206104405987E9
9.69999999999998153E0	2	4.93574412208811975E9
9.69999999999998153E0	3	7.40361618313217740E9
9.69999999999998153E0	4	9.87148824417623949E9
9.69999999999998153E0	5	1.23393603052202971E10
9.69999999999998153E0	6	1.48072323662643557E10
9.69999999999998153E0	7	1.72751044273084209E10
9.69999999999998153E0	8	1.97429764883524794E10
9.69999999999998153E0	9	2.22108485493965357E10
9.69999999999998153E0	10	2.46787206104405943E10

var_c	harmindex	freq[76, ::]
9.79999999999998117E0	0	0.00000000000000000E0
9.79999999999998117E0	1	2.46771443248727262E9
9.79999999999998117E0	2	4.93542886497454525E9
9.79999999999998117E0	3	7.40314329746181876E9
9.79999999999998117E0	4	9.87085772994909050E9
9.79999999999998117E0	5	1.23385721624363631E10
9.79999999999998117E0	6	1.48062865949236366E10
9.79999999999998117E0	7	1.72740010274109035E10
9.79999999999998117E0	8	1.97417154598981814E10
9.79999999999998117E0	9	2.22094298923854483E10
9.79999999999998117E0	10	2.46771443248727262E10

var_c	harmindex	freq[77, ::]
9.89999999999998082E0	0	0.00000000000000000E0
9.89999999999998082E0	1	2.46755991727662760E9
9.89999999999998082E0	2	4.93511983455325520E9
9.89999999999998082E0	3	7.40267975182988192E9
9.89999999999998082E0	4	9.87023966910651041E9
9.89999999999998082E0	5	1.23377995863831380E10
9.89999999999998082E0	6	1.48053595036597629E10
9.89999999999998082E0	7	1.72729194209363968E10
9.89999999999998082E0	8	1.97404793382130217E10
9.89999999999998082E0	9	2.22080392554896466E10
9.89999999999998082E0	10	2.46755991727662760E10

var_c	harmindex	freq[78, ::]
9.99999999999998046E0	0	0.00000000000000000E0
9.99999999999998046E0	1	2.46740842407849037E9
9.99999999999998046E0	2	4.93481684815698074E9
9.99999999999998046E0	3	7.40222527223547200E9
9.99999999999998046E0	4	9.86963369631396148E9
9.99999999999998046E0	5	1.23370421203924563E10
9.99999999999998046E0	6	1.48044505444709440E10
9.99999999999998046E0	7	1.72718589685494339E10
9.99999999999998046E0	8	1.97392673926279238E10
9.99999999999998046E0	9	2.22066758167064204E10
9.99999999999998046E0	10	2.46740842407849126E10

var_c	harmindex	freq[79, ::]
1.00999999999999801E1	0	0.00000000000000000E0
1.00999999999999801E1	1	2.46725986509714001E9
1.00999999999999801E1	2	4.93451973019428003E9
1.00999999999999801E1	3	7.40177959529142093E9
1.00999999999999801E1	4	9.86903946038856006E9
1.00999999999999801E1	5	1.23362993254857001E10
1.00999999999999801E1	6	1.48035591905828423E10
1.00999999999999801E1	7	1.72708190556799868E10
1.00999999999999801E1	8	1.97380789207771201E10
1.00999999999999801E1	9	2.22053387858742690E10
1.00999999999999801E1	10	2.46725986509714001E10

var_c	harmindex	freq[80, ::]
1.01999999999999802E1	0	0.00000000000000000E0
1.01999999999999802E1	1	2.46711415590502359E9
1.01999999999999802E1	2	4.93422831181004717E9
1.01999999999999802E1	3	7.40134246771507076E9
1.01999999999999802E1	4	9.86845662362009435E9
1.01999999999999802E1	5	1.23355707795251179E10
1.01999999999999802E1	6	1.48026849354301415E10
1.01999999999999802E1	7	1.72697990913351695E10
1.01999999999999802E1	8	1.97369132472401887E10
1.01999999999999802E1	9	2.22040274031452167E10
1.01999999999999802E1	10	2.46711415590502359E10

var_c	harmindex	freq[81, ::]
1.02999999999999803E1	0	0.00000000000000000E0
1.02999999999999803E1	1	2.46697121528276586E9
1.02999999999999803E1	2	4.93394243056553172E9
1.02999999999999803E1	3	7.40091364584829847E9
1.02999999999999803E1	4	9.86788486113106345E9
1.02999999999999803E1	5	1.23348560764138293E10
1.02999999999999803E1	6	1.48018272916965965E10
1.02999999999999803E1	7	1.72687985069793659E10
1.02999999999999803E1	8	1.97357697222621264E10
1.02999999999999803E1	9	2.22027409375448936E10
1.02999999999999803E1	10	2.46697121528276586E10

var_c	harmindex	freq[82, ::]
1.03999999999999782E1	0	0.00000000000000000E0
1.03999999999999782E1	1	2.46683096506816479E9
1.03999999999999782E1	2	4.93366193013632959E9
1.03999999999999782E1	3	7.40049289520449349E9
1.03999999999999782E1	4	9.86732386027265918E9
1.03999999999999782E1	5	1.23341548253408240E10
1.03999999999999782E1	6	1.48009857904089870E10
1.03999999999999782E1	7	1.72678167554771522E10
1.03999999999999782E1	8	1.97346477205453175E10
1.03999999999999782E1	9	2.22014786856134849E10
1.03999999999999782E1	10	2.46683096506816479E10

var_c	harmindex	freq[83, ::]
1.04999999999999782E1	0	0.00000000000000000E0
1.04999999999999782E1	1	2.46669333001378721E9
1.04999999999999782E1	2	4.93338666002757442E9
1.04999999999999782E1	3	7.40007999004136074E9
1.04999999999999782E1	4	9.86677332005514884E9
1.04999999999999782E1	5	1.23334666500689361E10
1.04999999999999782E1	6	1.48001599800827210E10
1.04999999999999782E1	7	1.72668533100965105E10
1.04999999999999782E1	8	1.97335466401102977E10
1.04999999999999782E1	9	2.22002399701240849E10
1.04999999999999782E1	10	2.46669333001378721E10

var_c	harmindex	freq[84, ::]
1.05999999999999783E1	0	0.00000000000000000E0
1.05999999999999783E1	1	2.46655823765233428E9
1.05999999999999783E1	2	4.93311647530466857E9
1.05999999999999783E1	3	7.39967471295700374E9
1.05999999999999783E1	4	9.86623295060933714E9
1.05999999999999783E1	5	1.23327911882616714E10
1.05999999999999783E1	6	1.47993494259140079E10
1.05999999999999783E1	7	1.72659076635663444E10
1.05999999999999783E1	8	1.97324659012186743E10
1.05999999999999783E1	9	2.21990241388710130E10
1.05999999999999783E1	10	2.46655823765233428E10

var_c	harmindex	freq[85, ::]
1.06999999999999784E1	0	0.00000000000000000E0
1.06999999999999784E1	1	2.46642561816926387E9
1.06999999999999784E1	2	4.93285123633852773E9
1.06999999999999784E1	3	7.39927685450779471E9
1.06999999999999784E1	4	9.86570247267705547E9
1.06999999999999784E1	5	1.23321280908463260E10
1.06999999999999784E1	6	1.47985537090155894E10
1.06999999999999784E1	7	1.72649793271848528E10
1.06999999999999784E1	8	1.97314049453541118E10
1.06999999999999784E1	9	2.21978305635233752E10
1.06999999999999784E1	10	2.46642561816926520E10

var_c	harmindex	freq[86, ::]
1.07999999999999785E1	0	0.00000000000000000E0
1.07999999999999785E1	1	2.46629540428286331E9
1.07999999999999785E1	2	4.93259080856572663E9
1.07999999999999785E1	3	7.39888621284859038E9
1.07999999999999785E1	4	9.86518161713145325E9
1.07999999999999785E1	5	1.23314770214143166E10
1.07999999999999785E1	6	1.47977724256971799E10
1.07999999999999785E1	7	1.72640678299800432E10
1.07999999999999785E1	8	1.97303632342629065E10
1.07999999999999785E1	9	2.21966586385457676E10
1.07999999999999785E1	10	2.46629540428286331E10

var_c	harmindex	freq[87, ::]
1.08999999999999764E1	0	0.00000000000000000E0
1.08999999999999764E1	1	2.46616753113003018E9
1.08999999999999764E1	2	4.93233506226006035E9
1.08999999999999764E1	3	7.39850259339008876E9
1.08999999999999764E1	4	9.86467012452012071E9
1.08999999999999764E1	5	1.23308376556501509E10
1.08999999999999764E1	6	1.47970051867801766E10
1.08999999999999764E1	7	1.72631727179102090E10
1.08999999999999764E1	8	1.97293402490402414E10
1.08999999999999764E1	9	2.21955077801702672E10
1.08999999999999764E1	10	2.46616753113003018E10

var_c	harmindex	freq[88, ::]
1.09999999999999765E1	0	0.00000000000000000E0
1.09999999999999765E1	1	2.46604193615874134E9
1.09999999999999765E1	2	4.93208387231748269E9
1.09999999999999765E1	3	7.39812580847622581E9
1.09999999999999765E1	4	9.86416774463496537E9
1.09999999999999765E1	5	1.23302096807937067E10
1.09999999999999765E1	6	1.47962516169524516E10
1.09999999999999765E1	7	1.72622935531111854E10
1.09999999999999765E1	8	1.97283354892699303E10
1.09999999999999765E1	9	2.21943774254286774E10
1.09999999999999765E1	10	2.46604193615874134E10

var_c	harmindex	freq[89, ::]
1.10999999999999766E1	0	0.00000000000000000E0
1.10999999999999766E1	1	2.46591855902623625E9
1.10999999999999766E1	2	4.93183711805247249E9
1.10999999999999766E1	3	7.39775567707870785E9
