	HB.var_c
1.10999999999999766E1	4	9.86367423610494498E9
1.10999999999999766E1	5	1.23295927951311812E10
1.10999999999999766E1	6	1.47955113541574157E10
1.10999999999999766E1	7	1.72614299131836502E10
1.10999999999999766E1	8	1.97273484722098891E10
1.10999999999999766E1	9	2.21932670312361191E10
1.10999999999999766E1	10	2.46591855902623625E10

var_c	harmindex	freq[90, ::]
1.11999999999999766E1	0	0.00000000000000000E0
1.11999999999999766E1	1	2.46579734150192609E9
1.11999999999999766E1	2	4.93159468300385218E9
1.11999999999999766E1	3	7.39739202450577871E9
1.11999999999999766E1	4	9.86318936600770435E9
1.11999999999999766E1	5	1.23289867075096304E10
1.11999999999999766E1	6	1.47947840490115579E10
1.11999999999999766E1	7	1.72605813905134875E10
1.11999999999999766E1	8	1.97263787320154083E10
1.11999999999999766E1	9	2.21921760735173290E10
1.11999999999999766E1	10	2.46579734150192609E10

var_c	harmindex	freq[91, ::]
1.12999999999999767E1	0	0.00000000000000000E0
1.12999999999999767E1	1	2.46567822737609443E9
1.12999999999999767E1	2	4.93135645475218887E9
1.12999999999999767E1	3	7.39703468212828330E9
1.12999999999999767E1	4	9.86271290950437773E9
1.12999999999999767E1	5	1.23283911368804722E10
1.12999999999999767E1	6	1.47940693642565657E10
1.12999999999999767E1	7	1.72597475916326570E10
1.12999999999999767E1	8	1.97254258190087550E10
1.12999999999999767E1	9	2.21911040463848552E10
1.12999999999999767E1	10	2.46567822737609443E10

var_c	harmindex	freq[92, ::]
1.13999999999999746E1	0	0.00000000000000000E0
1.13999999999999746E1	1	2.46556116237278022E9
1.13999999999999746E1	2	4.93112232474556045E9
1.13999999999999746E1	3	7.39668348711834245E9
1.13999999999999746E1	4	9.86224464949112090E9
1.13999999999999746E1	5	1.23278058118639011E10
1.13999999999999746E1	6	1.47933669742366858E10
1.13999999999999746E1	7	1.72589281366094660E10
1.13999999999999746E1	8	1.97244892989822418E10
1.13999999999999746E1	9	2.21900504613550309E10
1.13999999999999746E1	10	2.46556116237278022E10

var_c	harmindex	freq[93, ::]
1.14999999999999747E1	0	0.00000000000000000E0
1.14999999999999747E1	1	2.46544609406756088E9
1.14999999999999747E1	2	4.93089218813512176E9
1.14999999999999747E1	3	7.39633828220268263E9
1.14999999999999747E1	4	9.86178437627024351E9
1.14999999999999747E1	5	1.23272304703378044E10
1.14999999999999747E1	6	1.47926765644053648E10
1.14999999999999747E1	7	1.72581226584729208E10
1.14999999999999747E1	8	1.97235687525404879E10
1.14999999999999747E1	9	2.21890148466080550E10
1.14999999999999747E1	10	2.46544609406756088E10

var_c	harmindex	freq[94, ::]
1.15999999999999748E1	0	0.00000000000000000E0
1.15999999999999748E1	1	2.46533297180911237E9
1.15999999999999748E1	2	4.93066594361822474E9
1.15999999999999748E1	3	7.39599891542733712E9
1.15999999999999748E1	4	9.86133188723644949E9
1.15999999999999748E1	5	1.23266648590455619E10
1.15999999999999748E1	6	1.47919978308546751E10
1.15999999999999748E1	7	1.72573308026637950E10
1.15999999999999748E1	8	1.97226637744728994E10
1.15999999999999748E1	9	2.21879967462820193E10
1.15999999999999748E1	10	2.46533297180911237E10

var_c	harmindex	freq[95, ::]
1.16999999999999749E1	0	0.00000000000000000E0
1.16999999999999749E1	1	2.46522174664482785E9
1.16999999999999749E1	2	4.93044349328965570E9
1.16999999999999749E1	3	7.39566523993448488E9
1.16999999999999749E1	4	9.86088698657931140E9
1.16999999999999749E1	5	1.23261087332241392E10
1.16999999999999749E1	6	1.47913304798689693E10
1.16999999999999749E1	7	1.72565522265137972E10
1.16999999999999749E1	8	1.97217739731586228E10
1.16999999999999749E1	9	2.21869957198034617E10
1.16999999999999749E1	10	2.46522174664482785E10

var_c	harmindex	freq[96, ::]
1.17999999999999750E1	0	0.00000000000000000E0
1.17999999999999750E1	1	2.46511237125040816E9
1.17999999999999750E1	2	4.93022474250081633E9
1.17999999999999750E1	3	7.39533711375122316E9
1.17999999999999750E1	4	9.86044948500163265E9
1.17999999999999750E1	5	1.23255618562520408E10
1.17999999999999750E1	6	1.47906742275024472E10
1.17999999999999750E1	7	1.72557865987528558E10
1.17999999999999750E1	8	1.97208989700032644E10
1.17999999999999750E1	9	2.21860113412536819E10
1.17999999999999750E1	10	2.46511237125040816E10

var_c	harmindex	freq[97, ::]
1.18999999999999728E1	0	0.00000000000000000E0
1.18999999999999728E1	1	2.46500479986238208E9
1.18999999999999728E1	2	4.93000959972476416E9
1.18999999999999728E1	3	7.39501439958714535E9
1.18999999999999728E1	4	9.86001919944952832E9
1.18999999999999728E1	5	1.23250239993119104E10
1.18999999999999728E1	6	1.47900287991742907E10
1.18999999999999728E1	7	1.72550335990366754E10
1.18999999999999728E1	8	1.97200383988990557E10
1.18999999999999728E1	9	2.21850431987614316E10
1.18999999999999728E1	10	2.46500479986238208E10

var_c	harmindex	freq[98, ::]
1.19999999999999729E1	0	0.00000000000000000E0
1.19999999999999729E1	1	2.46489898821474362E9
1.19999999999999729E1	2	4.92979797642948725E9
1.19999999999999729E1	3	7.39469696464422821E9
1.19999999999999729E1	4	9.85959595285897450E9
1.19999999999999729E1	5	1.23244949410737181E10
1.19999999999999729E1	6	1.47893939292884569E10
1.19999999999999729E1	7	1.72542929175032000E10
1.19999999999999729E1	8	1.97191919057179499E10
1.19999999999999729E1	9	2.21840908939326953E10
1.19999999999999729E1	10	2.46489898821474362E10

var_c	harmindex	freq[99, ::]
1.20999999999999730E1	0	0.00000000000000000E0
1.20999999999999730E1	1	2.46479489347779301E9
1.20999999999999730E1	2	4.92958978695558603E9
1.20999999999999730E1	3	7.39438468043337860E9
1.20999999999999730E1	4	9.85917957391117206E9
1.20999999999999730E1	5	1.23239744673889651E10
1.20999999999999730E1	6	1.47887693608667581E10
1.20999999999999730E1	7	1.72535642543445489E10
1.20999999999999730E1	8	1.97183591478223441E10
1.20999999999999730E1	9	2.21831540413001393E10
1.20999999999999730E1	10	2.46479489347779301E10

var_c	harmindex	freq[100, ::]
1.21999999999999731E1	0	0.00000000000000000E0
1.21999999999999731E1	1	2.46469247420054538E9
1.21999999999999731E1	2	4.92938494840109076E9
1.21999999999999731E1	3	7.39407742260163481E9
1.21999999999999731E1	4	9.85876989680218152E9
1.21999999999999731E1	5	1.23234623710027269E10
1.21999999999999731E1	6	1.47881548452032696E10
1.21999999999999731E1	7	1.72528473194038168E10
1.21999999999999731E1	8	1.97175397936043639E10
1.21999999999999731E1	9	2.21822322678049044E10
1.21999999999999731E1	10	2.46469247420054538E10

var_c	harmindex	freq[101, ::]
1.22999999999999732E1	0	0.00000000000000000E0
1.22999999999999732E1	1	2.46459169025560554E9
1.22999999999999732E1	2	4.92918338051121108E9
1.22999999999999732E1	3	7.39377507076681706E9
1.22999999999999732E1	4	9.85836676102242215E9
1.22999999999999732E1	5	1.23229584512780321E10
1.22999999999999732E1	6	1.47875501415336341E10
1.22999999999999732E1	7	1.72521418317892428E10
1.22999999999999732E1	8	1.97167335220448448E10
1.22999999999999732E1	9	2.21813252123004556E10
1.22999999999999732E1	10	2.46459169025560643E10

var_c	harmindex	freq[102, ::]
1.23999999999999710E1	0	0.00000000000000000E0
1.23999999999999710E1	1	2.46449250278691068E9
1.23999999999999710E1	2	4.92898500557382135E9
1.23999999999999710E1	3	7.39347750836073203E9
1.23999999999999710E1	4	9.85797001114764271E9
1.23999999999999710E1	5	1.23224625139345489E10
1.23999999999999710E1	6	1.47869550167214636E10
1.23999999999999710E1	7	1.72514475195083716E10
1.23999999999999710E1	8	1.97159400222952863E10
1.23999999999999710E1	9	2.21804325250821943E10
1.23999999999999710E1	10	2.46449250278690979E10

var_c	harmindex	freq[103, ::]
1.24999999999999711E1	0	0.00000000000000000E0
1.24999999999999711E1	1	2.46439487415960379E9
1.24999999999999711E1	2	4.92878974831920758E9
1.24999999999999711E1	3	7.39318462247880870E9
1.24999999999999711E1	4	9.85757949663841515E9
1.24999999999999711E1	5	1.23219743707980189E10
1.24999999999999711E1	6	1.47863692449576178E10
1.24999999999999711E1	7	1.72507641191172256E10
1.24999999999999711E1	8	1.97151589932768312E10
1.24999999999999711E1	9	2.21795538674364323E10
1.24999999999999711E1	10	2.46439487415960379E10

var_c	harmindex	freq[104, ::]
1.25999999999999712E1	0	0.00000000000000000E0
1.25999999999999712E1	1	2.46429876791254099E9
1.25999999999999712E1	2	4.92859753582508198E9
1.25999999999999712E1	3	7.39289630373762208E9
1.25999999999999712E1	4	9.85719507165016395E9
1.25999999999999712E1	5	1.23214938395627049E10
1.25999999999999712E1	6	1.47857926074752433E10
1.25999999999999712E1	7	1.72500913753877905E10
1.25999999999999712E1	8	1.97143901433003288E10
1.25999999999999712E1	9	2.21786889112128716E10
1.25999999999999712E1	10	2.46429876791254099E10

var_c	harmindex	freq[105, ::]
1.26999999999999713E1	0	0.00000000000000000E0
1.26999999999999713E1	1	2.46420414871285232E9
1.26999999999999713E1	2	4.92840829742570463E9
1.26999999999999713E1	3	7.39261244613855695E9
1.26999999999999713E1	4	9.85681659485140926E9
1.26999999999999713E1	5	1.23210207435642616E10
1.26999999999999713E1	6	1.47852248922771135E10
1.26999999999999713E1	7	1.72494290409899631E10
1.26999999999999713E1	8	1.97136331897028194E10
1.26999999999999713E1	9	2.21778373384156646E10
1.26999999999999713E1	10	2.46420414871285232E10

var_c	harmindex	freq[106, ::]
1.27999999999999714E1	0	0.00000000000000000E0
1.27999999999999714E1	1	2.46411098231262926E9
1.27999999999999714E1	2	4.92822196462525852E9
1.27999999999999714E1	3	7.39233294693788867E9
1.27999999999999714E1	4	9.85644392925051704E9
1.27999999999999714E1	5	1.23205549115631507E10
1.27999999999999714E1	6	1.47846658938757769E10
1.27999999999999714E1	7	1.72487768761884053E10
1.27999999999999714E1	8	1.97128878585010336E10
1.27999999999999714E1	9	2.21769988408136598E10
1.27999999999999714E1	10	2.46411098231263015E10

var_c	harmindex	freq[107, ::]
1.28999999999999693E1	0	0.00000000000000000E0
1.28999999999999693E1	1	2.46401923550759738E9
1.28999999999999693E1	2	4.92803847101519477E9
1.28999999999999693E1	3	7.39205770652278904E9
1.28999999999999693E1	4	9.85607694203038953E9
1.28999999999999693E1	5	1.23200961775379869E10
1.28999999999999693E1	6	1.47841154130455776E10
1.28999999999999693E1	7	1.72481346485531750E10
1.28999999999999693E1	8	1.97121538840607791E10
1.28999999999999693E1	9	2.21761731195683742E10
1.28999999999999693E1	10	2.46401923550759738E10

var_c	harmindex	freq[108, ::]
1.29999999999999694E1	0	0.00000000000000000E0
1.29999999999999694E1	1	2.46392887609772071E9
1.29999999999999694E1	2	4.92785775219544142E9
1.29999999999999694E1	3	7.39178662829316391E9
1.29999999999999694E1	4	9.85571550439088284E9
1.29999999999999694E1	5	1.23196443804886036E10
1.29999999999999694E1	6	1.47835732565863287E10
1.29999999999999694E1	7	1.72475021326840450E10
1.29999999999999694E1	8	1.97114310087817657E10
1.29999999999999694E1	9	2.21753598848794864E10
1.29999999999999694E1	10	2.46392887609772071E10

var_c	harmindex	freq[109, ::]
1.30999999999999694E1	0	0.00000000000000000E0
1.30999999999999694E1	1	2.46383987284940176E9
1.30999999999999694E1	2	4.92767974569880352E9
1.30999999999999694E1	3	7.39151961854820350E9
1.30999999999999694E1	4	9.85535949139760703E9
1.30999999999999694E1	5	1.23191993642470088E10
1.30999999999999694E1	6	1.47830392370964070E10
1.30999999999999694E1	7	1.72468791099458096E10
1.30999999999999694E1	8	1.97107189827952145E10
1.30999999999999694E1	9	2.21745588556446060E10
1.30999999999999694E1	10	2.46383987284940176E10

var_c	harmindex	freq[110, ::]
1.31999999999999695E1	0	0.00000000000000000E0
1.31999999999999695E1	1	2.46375219545966040E9
1.31999999999999695E1	2	4.92750439091932080E9
1.31999999999999695E1	3	7.39125658637898120E9
1.31999999999999695E1	4	9.85500878183864160E9
1.31999999999999695E1	5	1.23187609772983020E10
1.31999999999999695E1	6	1.47825131727579628E10
1.31999999999999695E1	7	1.72462653682176215E10
1.31999999999999695E1	8	1.97100175636772823E10
1.31999999999999695E1	9	2.21737697591369454E10
1.31999999999999695E1	10	2.46375219545966040E10

var_c	harmindex	freq[111, ::]
1.32999999999999696E1	0	0.00000000000000000E0
1.32999999999999696E1	1	2.46366581452155575E9
1.32999999999999696E1	2	4.92733162904311150E9
1.32999999999999696E1	3	7.39099744356466726E9
1.32999999999999696E1	4	9.85466325808622301E9
1.32999999999999696E1	5	1.23183290726077788E10
1.32999999999999696E1	6	1.47819948871293350E10
1.32999999999999696E1	7	1.72456607016508845E10
1.32999999999999696E1	8	1.97093265161724451E10
1.32999999999999696E1	9	2.21729923306939947E10
1.32999999999999696E1	10	2.46366581452155575E10

var_c	harmindex	freq[112, ::]
1.33999999999999675E1	0	0.00000000000000000E0
1.33999999999999675E1	1	2.46358070149144792E9
1.33999999999999675E1	2	4.92716140298289584E9
1.33999999999999675E1	3	7.39074210447434155E9
1.33999999999999675E1	4	9.85432280596579169E9
1.33999999999999675E1	5	1.23179035074572396E10
1.33999999999999675E1	6	1.47814842089486831E10
1.33999999999999675E1	7	1.72450649104401288E10
1.33999999999999675E1	8	1.97086456119315834E10
1.33999999999999675E1	9	2.21722263134230335E10
1.33999999999999675E1	10	2.46358070149144792E10

var_c	harmindex	freq[113, ::]
1.34999999999999676E1	0	0.00000000000000000E0
1.34999999999999676E1	1	2.46349682865745834E9
1.34999999999999676E1	2	4.92699365731491667E9
1.34999999999999676E1	3	7.39049048597237856E9
1.34999999999999676E1	4	9.85398731462983335E9
1.34999999999999676E1	5	1.23174841432872917E10
1.34999999999999676E1	6	1.47809809719447571E10
1.34999999999999676E1	7	1.72444778006022115E10
1.34999999999999676E1	8	1.97079746292596658E10
1.34999999999999676E1	9	2.21714714579171268E10
1.34999999999999676E1	10	2.46349682865745834E10

var_c	harmindex	freq[114, ::]
1.35999999999999677E1	0	0.00000000000000000E0
1.35999999999999677E1	1	2.46341416910947020E9
1.35999999999999677E1	2	4.92682833821894040E9
1.35999999999999677E1	3	7.39024250732841193E9
1.35999999999999677E1	4	9.85365667643788079E9
1.35999999999999677E1	5	1.23170708455473510E10
1.35999999999999677E1	6	1.47804850146568234E10
1.35999999999999677E1	7	1.72438991837662958E10
1.35999999999999677E1	8	1.97073133528757616E10
1.35999999999999677E1	9	2.21707275219852340E10
1.35999999999999677E1	10	2.46341416910947020E10

var_c	harmindex	freq[115, ::]
1.36999999999999678E1	0	0.00000000000000000E0
1.36999999999999678E1	1	2.46333269671027821E9
1.36999999999999678E1	2	4.92666539342055643E9
1.36999999999999678E1	3	7.38999809013083553E9
1.36999999999999678E1	4	9.85333078684111285E9
1.36999999999999678E1	5	1.23166634835513911E10
1.36999999999999678E1	6	1.47799961802616719E10
1.36999999999999678E1	7	1.72433288769719506E10
1.36999999999999678E1	8	1.97066615736822248E10
1.36999999999999678E1	9	2.21699942703925013E10
1.36999999999999678E1	10	2.46333269671027821E10

var_c	harmindex	freq[116, ::]
1.37999999999999678E1	0	0.00000000000000000E0
1.37999999999999678E1	1	2.46325238606803421E9
1.37999999999999678E1	2	4.92650477213606841E9
1.37999999999999678E1	3	7.38975715820410262E9
1.37999999999999678E1	4	9.85300954427213682E9
1.37999999999999678E1	5	1.23162619303401710E10
1.37999999999999678E1	6	1.47795143164082043E10
1.37999999999999678E1	7	1.72427667024762421E10
1.37999999999999678E1	8	1.97060190885442732E10
1.37999999999999678E1	9	2.21692714746123087E10
1.37999999999999678E1	10	2.46325238606803421E10

var_c	harmindex	freq[117, ::]
1.38999999999999657E1	0	0.00000000000000000E0
1.38999999999999657E1	1	2.46317321250995525E9
1.38999999999999657E1	2	4.92634642501991049E9
1.38999999999999657E1	3	7.38951963752986707E9
1.38999999999999657E1	4	9.85269285003982098E9
1.38999999999999657E1	5	1.23158660625497762E10
1.38999999999999657E1	6	1.47790392750597332E10
1.38999999999999657E1	7	1.72422124875696925E10
1.38999999999999657E1	8	1.97053857000796429E10
1.38999999999999657E1	9	2.21685589125895977E10
1.38999999999999657E1	10	2.46317321250995525E10

var_c	harmindex	freq[118, ::]
1.39999999999999658E1	0	0.00000000000000000E0
1.39999999999999658E1	1	2.46309515205691110E9
1.39999999999999658E1	2	4.92619030411382219E9
1.39999999999999658E1	3	7.38928545617073240E9
1.39999999999999658E1	4	9.85238060822764439E9
1.39999999999999658E1	5	1.23154757602845555E10
1.39999999999999658E1	6	1.47785709123414644E10
1.39999999999999658E1	7	1.72416660643983799E10
1.39999999999999658E1	8	1.97047612164552888E10
1.39999999999999658E1	9	2.21678563685121954E10
1.39999999999999658E1	10	2.46309515205691110E10

var_c	harmindex	freq[119, ::]
1.40999999999999659E1	0	0.00000000000000000E0
1.40999999999999659E1	1	2.46301818139933681E9
1.40999999999999659E1	2	4.92603636279867363E9
1.40999999999999659E1	3	7.38905454419800911E9
1.40999999999999659E1	4	9.85207272559734726E9
1.40999999999999659E1	5	1.23150909069966841E10
1.40999999999999659E1	6	1.47781090883960187E10
1.40999999999999659E1	7	1.72411272697953555E10
1.40999999999999659E1	8	1.97041454511946945E10
1.40999999999999659E1	9	2.21671636325940291E10
1.40999999999999659E1	10	2.46301818139933681E10

var_c	harmindex	freq[120, ::]
1.41999999999999660E1	0	0.00000000000000000E0
1.41999999999999660E1	1	2.46294227787401798E9
1.41999999999999660E1	2	4.92588455574803596E9
1.41999999999999660E1	3	7.38882683362205750E9
1.41999999999999660E1	4	9.85176911149607193E9
1.41999999999999660E1	5	1.23147113893700899E10
1.41999999999999660E1	6	1.47776536672441150E10
1.41999999999999660E1	7	1.72405959451181379E10
1.41999999999999660E1	8	1.97035382229921430E10
1.41999999999999660E1	9	2.21664805008661636E10
1.41999999999999660E1	10	2.46294227787401798E10

var_c	harmindex	freq[121, ::]
1.42999999999999661E1	0	0.00000000000000000E0
1.42999999999999661E1	1	2.46286741944168641E9
1.42999999999999661E1	2	4.92573483888337282E9
1.42999999999999661E1	3	7.38860225832505968E9
1.42999999999999661E1	4	9.85146967776674565E9
1.42999999999999661E1	5	1.23143370972084321E10
1.42999999999999661E1	6	1.47772045166501198E10
1.42999999999999661E1	7	1.72400719360918009E10
1.42999999999999661E1	8	1.97029393555334909E10
1.42999999999999661E1	9	2.21658067749751719E10
1.42999999999999661E1	10	2.46286741944168641E10

var_c	harmindex	freq[122, ::]
1.43999999999999639E1	0	0.00000000000000000E0
1.43999999999999639E1	1	2.46279358466596054E9
1.43999999999999639E1	2	4.92558716933192109E9
1.43999999999999639E1	3	7.38838075399788341E9
1.43999999999999639E1	4	9.85117433866384218E9
1.43999999999999639E1	5	1.23139679233298027E10
1.43999999999999639E1	6	1.47767615079957659E10
1.43999999999999639E1	7	1.72395550926617291E10
1.43999999999999639E1	8	1.97023486773276835E10
1.43999999999999639E1	9	2.21651422619936422E10
1.43999999999999639E1	10	2.46279358466596054E10

var_c	harmindex	freq[123, ::]
1.44999999999999640E1	0	0.00000000000000000E0
1.44999999999999640E1	1	2.46272075269261936E9
1.44999999999999640E1	2	4.92544150538523873E9
1.44999999999999640E1	3	7.38816225807785809E9
1.44999999999999640E1	4	9.85088301077047745E9
1.44999999999999640E1	5	1.23136037634630990E10
1.44999999999999640E1	6	1.47763245161557166E10
1.44999999999999640E1	7	1.72390452688483364E10
1.44999999999999640E1	8	1.97017660215409540E10
1.44999999999999640E1	9	2.21644867742335849E10
1.44999999999999640E1	10	2.46272075269261981E10

var_c	harmindex	freq[124, ::]
1.45999999999999641E1	0	0.00000000000000000E0
1.45999999999999641E1	1	2.46264890323009844E9
1.45999999999999641E1	2	4.92529780646019688E9
1.45999999999999641E1	3	7.38794670969029266E9
1.45999999999999641E1	4	9.85059561292039376E9
1.45999999999999641E1	5	1.23132445161504922E10
1.45999999999999641E1	6	1.47758934193805858E10
1.45999999999999641E1	7	1.72385423226106882E10
1.45999999999999641E1	8	1.97011912258407884E10
1.45999999999999641E1	9	2.21638401290708842E10
1.45999999999999641E1	10	2.46264890323009844E10

var_c	harmindex	freq[125, ::]
1.46999999999999642E1	0	0.00000000000000000E0
1.46999999999999642E1	1	2.46257801653064767E9
1.46999999999999642E1	2	4.92515603306129535E9
1.46999999999999642E1	3	7.38773404959194302E9
1.46999999999999642E1	4	9.85031206612259069E9
1.46999999999999642E1	5	1.23128900826532384E10
1.46999999999999642E1	6	1.47754680991838860E10
1.46999999999999642E1	7	1.72380461157145359E10
1.46999999999999642E1	8	1.97006241322451814E10
1.46999999999999642E1	9	2.21632021487758291E10
1.46999999999999642E1	10	2.46257801653064767E10

var_c	harmindex	freq[126, ::]
1.47999999999999643E1	0	0.00000000000000000E0
1.47999999999999643E1	1	2.46250807337217203E9
1.47999999999999643E1	2	4.92501614674434407E9
1.47999999999999643E1	3	7.38752422011651522E9
1.47999999999999643E1	4	9.85003229348868814E9
1.47999999999999643E1	5	1.23125403668608557E10
1.47999999999999643E1	6	1.47750484402330295E10
1.47999999999999643E1	7	1.72375565136051989E10
1.47999999999999643E1	8	1.97000645869773772E10
1.47999999999999643E1	9	2.21625726603495421E10
1.47999999999999643E1	10	2.46250807337217115E10

var_c	harmindex	freq[127, ::]
1.48999999999999622E1	0	0.00000000000000000E0
1.48999999999999622E1	1	2.46243905504093785E9
1.48999999999999622E1	2	4.92487811008187570E9
1.48999999999999622E1	3	7.38731716512281444E9
1.48999999999999622E1	4	9.84975622016375141E9
1.48999999999999622E1	5	1.23121952752046893E10
1.48999999999999622E1	6	1.47746343302456284E10
1.48999999999999622E1	7	1.72370733852865676E10
1.48999999999999622E1	8	1.96995124403275024E10
1.48999999999999622E1	9	2.21619514953684504E10
1.48999999999999622E1	10	2.46243905504093785E10

var_c	harmindex	freq[128, ::]
1.49999999999999623E1	0	0.00000000000000000E0
1.49999999999999623E1	1	2.46237094331480444E9
1.49999999999999623E1	2	4.92474188662960888E9
1.49999999999999623E1	3	7.38711282994441198E9
1.49999999999999623E1	4	9.84948377325921776E9
1.49999999999999623E1	5	1.23118547165740222E10
1.49999999999999623E1	6	1.47742256598888244E10
1.49999999999999623E1	7	1.72365966032036289E10
1.49999999999999623E1	8	1.96989675465184355E10
1.49999999999999623E1	9	2.21613384898332377E10
1.49999999999999623E1	10	2.46237094331480444E10

var_c	harmindex	freq[129, ::]
1.50999999999999623E1	0	0.00000000000000000E0
1.50999999999999623E1	1	2.46230372044718360E9
1.50999999999999623E1	2	4.92460744089436719E9
1.50999999999999623E1	3	7.38691116134154946E9
1.50999999999999623E1	4	9.84921488178873439E9
1.50999999999999623E1	5	1.23115186022359180E10
1.50999999999999623E1	6	1.47738223226830989E10
1.50999999999999623E1	7	1.72361260431302865E10
1.50999999999999623E1	8	1.96984297635774697E10
1.50999999999999623E1	9	2.21607334840246528E10
1.50999999999999623E1	10	2.46230372044718360E10

var_c	harmindex	freq[130, ::]
1.51999999999999624E1	0	0.00000000000000000E0
1.51999999999999624E1	1	2.46223736915174563E9
1.51999999999999624E1	2	4.92447473830349125E9
1.51999999999999624E1	3	7.38671210745523688E9
1.51999999999999624E1	4	9.84894947660698250E9
1.51999999999999624E1	5	1.23111868457587281E10
1.51999999999999624E1	6	1.47734242149104733E10
1.51999999999999624E1	7	1.72356615840622185E10
1.51999999999999624E1	8	1.96978989532139659E10
1.51999999999999624E1	9	2.21601363223657088E10
1.51999999999999624E1	10	2.46223736915174563E10

var_c	harmindex	freq[131, ::]
1.52999999999999625E1	0	0.00000000000000000E0
1.52999999999999625E1	1	2.46217187258741044E9
1.52999999999999625E1	2	4.92434374517482087E9
1.52999999999999625E1	3	7.38651561776223087E9
1.52999999999999625E1	4	9.84868749034964175E9
1.52999999999999625E1	5	1.23108593629370522E10
1.52999999999999625E1	6	1.47730312355244608E10
1.52999999999999625E1	7	1.72352031081118717E10
1.52999999999999625E1	8	1.96973749806992826E10
1.52999999999999625E1	9	2.21595468532866935E10
1.52999999999999625E1	10	2.46217187258741044E10

var_c	harmindex	freq[132, ::]
1.53999999999999604E1	0	0.00000000000000000E0
1.53999999999999604E1	1	2.46210721434426949E9
1.53999999999999604E1	2	4.92421442868853898E9
1.53999999999999604E1	3	7.38632164303280980E9
1.53999999999999604E1	4	9.84842885737707796E9
1.53999999999999604E1	5	1.23105360717213475E10
1.53999999999999604E1	6	1.47726432860656187E10
1.53999999999999604E1	7	1.72347505004098811E10
1.53999999999999604E1	8	1.96968577147541568E10
1.53999999999999604E1	9	2.21589649290984214E10
1.53999999999999604E1	10	2.46210721434426949E10

var_c	harmindex	freq[133, ::]
1.54999999999999605E1	0	0.00000000000000000E0
1.54999999999999605E1	1	2.46204337842978394E9
1.54999999999999605E1	2	4.92408675685956787E9
1.54999999999999605E1	3	7.38613013528935181E9
1.54999999999999605E1	4	9.84817351371913574E9
1.54999999999999605E1	5	1.23102168921489197E10
1.54999999999999605E1	6	1.47722602705787032E10
1.54999999999999605E1	7	1.72343036490084889E10
1.54999999999999605E1	8	1.96963470274382724E10
1.54999999999999605E1	9	2.21583904058680581E10
1.54999999999999605E1	10	2.46204337842978394E10

var_c	harmindex	freq[134, ::]
1.55999999999999606E1	0	0.00000000000000000E0
1.55999999999999606E1	1	2.46198034925564269E9
1.55999999999999606E1	2	4.92396069851128537E9
1.55999999999999606E1	3	7.38594104776692895E9
1.55999999999999606E1	4	9.84792139702257074E9
1.55999999999999606E1	5	1.23099017462782134E10
1.55999999999999606E1	6	1.47718820955338570E10
1.55999999999999606E1	7	1.72338624447894984E10
1.55999999999999606E1	8	1.96958427940451419E10
1.55999999999999606E1	9	2.21578231433007833E10
1.55999999999999606E1	10	2.46198034925564269E10

var_c	harmindex	freq[135, ::]
1.56999999999999607E1	0	0.00000000000000000E0
1.56999999999999607E1	1	2.46191811162500862E9
1.56999999999999607E1	2	4.92383622325001724E9
1.56999999999999607E1	3	7.38575433487502586E9
1.56999999999999607E1	4	9.84767244650003448E9
1.56999999999999607E1	5	1.23095905581250431E10
1.56999999999999607E1	6	1.47715086697500508E10
1.56999999999999607E1	7	1.72334267813750630E10
1.56999999999999607E1	8	1.96953448930000685E10
1.56999999999999607E1	9	2.21572630046250785E10
1.56999999999999607E1	10	2.46191811162500862E10

var_c	harmindex	freq[136, ::]
1.57999999999999607E1	0	0.00000000000000000E0
1.57999999999999607E1	1	2.46185665072035675E9
1.57999999999999607E1	2	4.92371330144071351E9
1.57999999999999607E1	3	7.38556995216107204E9
1.57999999999999607E1	4	9.84742660288142702E9
1.57999999999999607E1	5	1.23092832536017838E10
1.57999999999999607E1	6	1.47711399043221436E10
1.57999999999999607E1	7	1.72329965550424968E10
1.57999999999999607E1	8	1.96948532057628545E10
1.57999999999999607E1	9	2.21567098564832188E10
1.57999999999999607E1	10	2.46185665072035675E10

var_c	harmindex	freq[137, ::]
1.58999999999999586E1	0	0.00000000000000000E0
1.58999999999999586E1	1	2.46179595209176716E9
1.58999999999999586E1	2	4.92359190418353432E9
1.58999999999999586E1	3	7.38538785627530103E9
1.58999999999999586E1	4	9.84718380836706864E9
1.58999999999999586E1	5	1.23089797604588358E10
1.58999999999999586E1	6	1.47707757125506012E10
1.58999999999999586E1	7	1.72325716646423710E10
1.58999999999999586E1	8	1.96943676167341364E10
1.58999999999999586E1	9	2.21561635688259084E10
1.58999999999999586E1	10	2.46179595209176716E10

var_c	harmindex	freq[138, ::]
1.59999999999999587E1	0	0.00000000000000000E0
1.59999999999999587E1	1	2.46173600164547590E9
1.59999999999999587E1	2	4.92347200329095180E9
1.59999999999999587E1	3	7.38520800493642771E9
1.59999999999999587E1	4	9.84694400658190361E9
1.59999999999999587E1	5	1.23086800082273795E10
1.59999999999999587E1	6	1.47704160098728554E10
1.59999999999999587E1	7	1.72321520115183380E10
1.59999999999999587E1	8	1.96938880131638072E10
